flight_id,flight_no,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,scheduled_flytime,actual_flytime,flyminute_diff,departure_airport,arrival_airport,status,model,aircraft_code,fuel_per_minute,total_seats,bought_seats,occupied_seats,ticket_economy,ticket_comfort,ticket_bisiness,city,airports_in_city,airport_traffic,share_of_traffic,booking_amount,ticket_price,booking_income,booking_perc,fuel_price,sum_ticket
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,36400.00,12200.00,24200.00,66.48351648351648351600,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,72800.00,12200.00,60600.00,83.24175824175824175800,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,60400.00,12200.00,48200.00,79.80132450331125827800,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,84800.00,12200.00,72600.00,85.61320754716981132100,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,97600.00,12200.00,85400.00,87.50000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,97600.00,12200.00,85400.00,87.50000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,36600.00,12200.00,25.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,97600.00,12200.00,85400.00,87.50000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,36600.00,36600.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,100000.00,12200.00,87800.00,87.80000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,87600.00,36600.00,51000.00,58.21917808219178082200,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,116400.00,12200.00,104200.00,89.51890034364261168400,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,61400.00,36600.00,24800.00,40.39087947882736156400,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,116400.00,12200.00,104200.00,89.51890034364261168400,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,100000.00,13400.00,86600.00,86.60000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,97400.00,12200.00,85200.00,87.47433264887063655000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,53200.00,12200.00,41000.00,77.06766917293233082700,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,97400.00,12200.00,85200.00,87.47433264887063655000,41435.0,1653000.00
